"MenuItemID","Restaurant","Food_Category", Item_Name_2012,"Item_Description_2012","Serving_Size_2012","Serving_Size_text_2012","Serving_Size_Unit_2012","Serving_Size_household_2012","Calories_2012","Total_Fat_2012","Saturated_Fat_2012","Trans_Fat_2012","Cholesterol_2012","Sodium_2012","Potassium_2012","Carbohydrates_2012","Dietary_Fiber_2012","Sugar_2012","Protein_2012","Calories_text_2012","Total_Fat_text_2012","Saturated_Fat_text_2012","Trans_Fat_text_2012","Cholesterol_text_2012","Sodium_text_2012","Potassium_text_2012","Carbohydrates_text_2012","Dietary_Fiber_text_2012","Sugar_text_2012","Protein_text_2012","Kids_Meal_2012","Limited_Time_Offer_2012","Regional_2012","Shareable_2012"
"100","Culver's","Burgers","ButterBurger w/ Cheese, Kids","ButterBurger w/ Cheese, Kids","173","","g","","421","22","10","1","80","990","","37","1","9","22","","","","","","","","","","","","1","0","0","0"
"10001","Applebee's","Baked Goods","Breadstick","Breadstick, Pick 'n Pair & Lunch Combos","","","","","280","19","6","0","","330","","22","1","","5","","","","","","","","","","","","0","0","0","0"
"10002","Applebee's","Baked Goods","Toasted Garlic Bread Basket","Toasted Garlic Bread Basket, Extras, As Served","","","","","1120","78","23","1.5","","1320","","89","6","","19","","","","","","","","","","","","0","0","0","0"
"10003","Applebee's","Soup","French Onion Soup, Pick 'n Pair & Lunch Combos","French Onion Soup, Pick 'n Pair & Lunch Combos","","","","","240","14","9","0","","1070","","11","1","","14","","","","","","","","","","","","0","0","0","0"
"10004","Applebee's","Soup","Tomato Basil Soup, Pick 'n Pair & Lunch Combos","Tomato Basil Soup, Pick 'n Pair & Lunch Combos","","","","","220","14","6","0","","1220","","23","2","","5","","","","","","","","","","","","0","0","0","0"
"10005","Applebee's","Soup","Chili, Pick 'n Pair & Lunch Combos","Chili, Pick 'n Pair & Lunch Combos","","","","","360","25","12","1.5","","870","","10","5","","25","","","","","","","","","","","","0","0","0","0"
"10006","Applebee's","Soup","Baked Potato Soup, Pick 'n Pair & Lunch Combos","Baked Potato Soup, Pick 'n Pair & Lunch Combos","","","","","410","30","14","0.5","","590","","22","2","","13","","","","","","","","","","","","0","0","0","0"
"10007","Applebee's","Soup","Black Bean Soup, Pick 'n Pair & Lunch Combos","Black Bean Soup, Pick 'n Pair & Lunch Combos","","","","","220","10","5","0","","990","","23","6","","10","","","","","","","","","","","","0","0","0","0"
"10008","Applebee's","Soup","Chicken Noodle Soup, Pick 'n Pair & Lunch Combos","Chicken Noodle Soup, Pick 'n Pair & Lunch Combos","","","","","120","3.5","1","0","","970","","12","1","","12","","","","","","","","","","","","0","0","0","0"
"10009","Applebee's","Soup","Chicken Tortilla Soup, Pick 'n Pair & Lunch Combos","Chicken Tortilla Soup, Pick 'n Pair & Lunch Combos","","","","","130","7","2","0","","930","","11","1","","7","","","","","","","","","","","","0","0","0","0"
"10010","Applebee's","Soup","Broccoli Cheddar Soup, Pick 'n Pair & Lunch Combos","Broccoli Cheddar Soup, Pick 'n Pair & Lunch Combos","","","","","320","25","16","1","","1560","","14","2","","12","","","","","","","","","","","","0","0","0","0"
"10011","Applebee's","Soup","Clam Chowder, Pick 'n Pair & Lunch Combos","Clam Chowder, Pick 'n Pair & Lunch Combos","","","","","310","22","13","0.5","","880","","17","1","","12","","","","","","","","","","","","0","0","0","0"
"10012","Applebee's","Soup","French Onion Soup, Bowl","French Onion Soup, Extras, As Served, Bowl","","","","","250","14","9","0","","1230","","13","1","","14","","","","","","","","","","","","0","0","0","0"
"10013","Applebee's","Soup","Tomato Basil Soup, Bowl","Tomato Basil Soup, Extras, As Served, Bowl","","","","","260","16","7","0","","1430","","27","3","","5","","","","","","","","","","","","0","0","0","0"
"10014","Applebee's","Soup","Chili, Bowl","Chili, Extras, As Served, Bowl","","","","","420","28","13","1.5","","1040","","16","6","","28","","","","","","","","","","","","0","0","0","0"
"10015","Applebee's","Soup","Broccoli Cheddar Soup, Bowl","Broccoli Cheddar Soup, Extras, As Served, Bowl","","","","","380","29","18","1","","1810","","18","3","","14","","","","","","","","","","","","0","0","0","0"
"10016","Applebee's","Soup","Clam Chowder, Bowl","Clam Chowder, Extras, As Served, Bowl","","","","","370","26","15","0.5","","1040","","22","1","","14","","","","","","","","","","","","0","0","0","0"
"10017","Applebee's","Soup","Baked Potato Soup, Bowl","Baked Potato Soup, Extras, As Served, Bowl","","","","","470","34","16","1","","680","","28","2","","14","","","","","","","","","","","","0","0","0","0"
"10018","Applebee's","Soup","Chicken Tortilla Soup, Bowl","Chicken Tortilla Soup, Extras, As Served, Bowl","","","","","160","8","2.5","0","","1090","","14","1","","8","","","","","","","","","","","","0","0","0","0"
"10019","Applebee's","Soup","Chicken Noodle Soup, Bowl","Chicken Noodle Soup, Extras, As Served, Bowl","","","","","150","4","1","0","","1140","","16","1","","14","","","","","","","","","","","","0","0","0","0"
"10020","Applebee's","Salads","Applebee's House Salad","Applebee's House Salad w/out Dressing, Extras, As Served","","","","","230","15","7","0","","400","","12","3","","13","","","","","","","","","","","","0","0","0","0"
"10021","Applebee's","Salads","Fried Chicken Salad, Pick 'n Pair & Lunch Combos","Fried Chicken Salad, Pick 'n Pair & Lunch Combos","","","","","410","27","6","0","","950","","24","3","","19","","","","","","","","","","","","0","0","0","0"
"10022","Applebee's","Salads","Grilled Shrimp 'n Spinach Salad, Pick 'n Pair & Lunch Combos","Grilled Shrimp 'n Spinach Salad, Pick 'n Pair & Lunch Combos","","","","","260","15","3","0","","940","","20","2","","13","","","","","","","","","","","","0","0","0","0"
"10023","Applebee's","Salads","Oriental Chicken Salad, Pick 'n Pair & Lunch Combos","Oriental Chicken Salad, Pick 'n Pair & Lunch Combos","","","","","440","30","4.5","0","","620","","28","3","","17","","","","","","","","","","","","0","0","0","0"
"10024","Applebee's","Salads","Oriental Grilled Chicken Salad, Pick 'n Pair & Lunch Combos","Oriental Grilled Chicken Salad, Pick 'n Pair & Lunch Combos","","","","","430","21","3","0","","1400","","36","2","","25","","","","","","","","","","","","0","0","0","0"
"10025","Applebee's","Salads","Caesar Salad, Pick 'n Pair & Lunch Combos","Caesar Salad, Pick 'n Pair & Lunch Combos","","","","","220","19","4","0","","370","","8","2","","4","","","","","","","","","","","","0","0","0","0"
"10026","Applebee's","Salads","Chicken Caesar Salad, Pick 'n Pair & Lunch Combos","Chicken Caesar Salad, Pick 'n Pair & Lunch Combos","","","","","310","20","4.5","0","","690","","8","2","","25","","","","","","","","","","","","0","0","0","0"
"10027","Applebee's","Salads","Santa Fe Chicken Salad, Pick 'n Pair & Lunch Combos","Santa Fe Chicken Salad, Pick 'n Pair & Lunch Combos","","","","","540","36","10","0","","1560","","29","5","","28","","","","","","","","","","","","0","0","0","0"
"10028","Applebee's","Salads","Spinach Salad, Pick 'n Pair & Lunch Combos","Spinach Salad, Pick 'n Pair & Lunch Combos","","","","","230","15","3","0","","500","","19","2","","7","","","","","","","","","","","","0","0","0","0"
"10029","Applebee's","Salads","House Salad, Pick 'n Pair & Lunch Combos","House Salad, Pick 'n Pair & Lunch Combos","","","","","130","8","3","0","","240","","9","2","","7","","","","","","","","","","","","0","0","0","0"
"10030","Applebee's","Salads","Caesar Salad w/ Dressing, Small","Caesar Salad w/ Dressing, Extras, As Served, Small","","","","","310","27","5","0","","510","","12","3","","6","","","","","","","","","","","","0","0","0","0"
"10031","Applebee's","Salads","Weight Watchers Paradise Chicken Salad w/ Dressing","Weight Watchers Paradise Chicken Salad w/ Dressing","","","","","340","4","1","0","","2060","","35","6","","45","","","","","","","","","","","","0","0","0","0"
"10032","Applebee's","Salads","Bruschetta Chicken Salad w/ Dressing, Regular","Bruschetta Chicken Salad w/ Dressing, Regular","","","","","1110","66","18","1","","3120","","67","8","","65","","","","","","","","","","","","0","0","0","0"
"10033","Applebee's","Salads","Bruschetta Chicken Salad w/ Dressing, Half","Bruschetta Chicken Salad w/ Dressing, Half","","","","","740","44","14","1","","2090","","45","5","","41","","","","","","","","","","","","0","0","0","0"
"10034","Applebee's","Salads","Bruschetta Chicken Salad, Regular","Bruschetta Chicken Salad w/out Dressing, Regular","","","","","790","36","13","1","","2500","","56","8","","65","","","","","","","","","","","","0","0","0","0"
"10035","Applebee's","Salads","Bruschetta Chicken Salad, Half","Bruschetta Chicken Salad w/out Dressing, Half","","","","","580","30","12","0.5","","1780","","40","5","","41","","","","","","","","","","","","0","0","0","0"
"10036","Applebee's","Salads","California Shrimp Salad w/ Dressing, Regular","California Shrimp Salad w/ Dressing, Regular","","","","","740","61","11","0.5","","2100","","21","7","","33","","","","","","","","","","","","0","0","0","0"
"10037","Applebee's","Salads","California Shrimp Salad w/ Dressing, Half","California Shrimp Salad w/ Dressing, Half","","","","","500","42","8","0","","1200","","16","5","","23","","","","","","","","","","","","0","0","0","0"
"10038","Applebee's","Salads","California Shrimp Salad, Regular","California Shrimp Salad w/out Dressing, Regular","","","","","380","24","4.5","0","","1160","","16","5","","32","","","","","","","","","","","","0","0","0","0"
"10039","Applebee's","Salads","California Shrimp Salad, Half","California Shrimp Salad w/out Dressing, Half","","","","","330","23","4.5","0","","740","","14","4","","22","","","","","","","","","","","","0","0","0","0"
"10040","Applebee's","Salads","Grilled Chicken Caesar w/ Dressing, Regular","Grilled Chicken Caesar w/ Dressing, Regular","","","","","820","57","11","1","","1670","","25","6","","53","","","","","","","","","","","","0","0","0","0"
"10041","Applebee's","Salads","Grilled Chicken Caesar w/ Dressing, Half","Grilled Chicken Caesar w/ Dressing, Half","","","","","410","29","6","0","","840","","12","3","","27","","","","","","","","","","","","0","0","0","0"
"10042","Applebee's","Salads","Grilled Chicken Caesar, Regular","Grilled Chicken Caesar w/out Dressing, Regular","","","","","370","10","4","0","","910","","21","5","","52","","","","","","","","","","","","0","0","0","0"
"10043","Applebee's","Salads","Grilled Chicken Caesar, Half","Grilled Chicken Caesar w/out Dressing, Half","","","","","180","5","2","0","","450","","10","3","","26","","","","","","","","","","","","0","0","0","0"
"10044","Applebee's","Salads","Grilled Steak Caesar w/ Dressing, Regular","Grilled Steak Caesar w/ Dressing, Regular","","","","","910","68","16","1.5","","1840","","25","6","","52","","","","","","","","","","","","0","0","0","0"
"10045","Applebee's","Salads","Grilled Steak Caesar w/ Dressing, Half","Grilled Steak Caesar w/ Dressing, Half","","","","","460","34","8","0.5","","920","","13","3","","26","","","","","","","","","","","","0","0","0","0"
"10046","Applebee's","Salads","Grilled Steak Caesar, Regular","Grilled Steak Caesar w/out Dressing, Regular","","","","","460","21","8","0.5","","1080","","21","5","","50","","","","","","","","","","","","0","0","0","0"
"10047","Applebee's","Salads","Grilled Steak Caesar, Half","Grilled Steak Caesar w/out Dressing, Half","","","","","230","10","4","0","","540","","11","3","","25","","","","","","","","","","","","0","0","0","0"
"10048","Applebee's","Salads","Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular","Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular","","","","","1010","69","12","0","","2650","","63","11","","50","","","","","","","","","","","","0","0","0","0"
"10049","Applebee's","Salads","Grilled Shrimp 'n Spinach Salad w/ Dressing, Half","Grilled Shrimp 'n Spinach Salad w/ Dressing, Half","","","","","620","44","9","0","","1690","","33","6","","32","","","","","","","","","","","","0","0","0","0"
"10050","Applebee's","Salads","Grilled Shrimp 'n Spinach Salad, Regular","Grilled Shrimp 'n Spinach Salad w/out Dressing, Regular","","","","","680","51","9","0","","1820","","20","10","","48","","","","","","","","","","","","0","0","0","0"
"10051","Applebee's","Salads","Grilled Shrimp 'n Spinach Salad, Half","Grilled Shrimp 'n Spinach Salad w/out Dressing, Half","","","","","460","35","7","0","","1280","","12","5","","31","","","","","","","","","","","","0","0","0","0"
"10052","Applebee's","Salads","Oriental Chicken Salad w/ Dressing, Regular","Oriental Chicken Salad w/ Dressing, Regular","","","","","1380","99","15","1.5","","1430","","91","11","","40","","","","","","","","","","","","0","0","0","0"
"10053","Applebee's","Salads","Oriental Chicken Salad w/ Dressing, Half","Oriental Chicken Salad w/ Dressing, Half","","","","","690","49","7","1","","720","","45","5","","20","","","","","","","","","","","","0","0","0","0"
"10054","Applebee's","Salads","Oriental Chicken Salad, Regular","Oriental Chicken Salad w/out Dressing, Regular","","","","","720","41","6","0.5","","1200","","57","11","","39","","","","","","","","","","","","0","0","0","0"
"10055","Applebee's","Salads","Oriental Chicken Salad, Half","Oriental Chicken Salad w/out Dressing, Half","","","","","360","21","3","0","","600","","28","5","","20","","","","","","","","","","","","0","0","0","0"
"10056","Applebee's","Salads","Oriental Grilled Chicken Salad w/ Dressing, Regular","Oriental Grilled Chicken Salad w/ Dressing, Regular","","","","","1290","79","12","2.5","","2290","","92","10","","54","","","","","","","","","","","","0","0","0","0"
"10057","Applebee's","Salads","Oriental Grilled Chicken Salad w/ Dressing, Half","Oriental Grilled Chicken Salad w/ Dressing, Half","","","","","680","40","6","1","","1640","","55","5","","28","","","","","","","","","","","","0","0","0","0"
"10058","Applebee's","Salads","Oriental Grilled Chicken Salad, Regular","Oriental Grilled Chicken Salad w/out Dressing, Regular","","","","","590","19","3","1.5","","2060","","58","9","","53","","","","","","","","","","","","0","0","0","0"
"10059","Applebee's","Salads","Oriental Grilled Chicken Salad, Half","Oriental Grilled Chicken Salad w/out Dressing, Half","","","","","340","9","1.5","1","","1520","","38","5","","27","","","","","","","","","","","","0","0","0","0"
"10060","Applebee's","Salads","Apple Walnut Chicken Salad w/ Dressing, Regular","Apple Walnut Chicken Salad w/ Dressing, Regular","","","","","1030","67","16","1","","1700","","54","5","","55","","","","","","","","","","","","0","0","0","0"
"10061","Applebee's","Salads","Apple Walnut Chicken Salad w/ Dressing, Half","Apple Walnut Chicken Salad w/ Dressing, Half","","","","","630","43","12","0.5","","1160","","33","4","","33","","","","","","","","","","","","0","0","0","0"
"10062","Applebee's","Salads","Apple Walnut Chicken Salad, Regular","Apple Walnut Chicken Salad w/out Dressing, Regular","","","","","470","22","9","0","","1280","","18","5","","55","","","","","","","","","","","","0","0","0","0"
"10063","Applebee's","Salads","Apple Walnut Chicken Salad, Half","Apple Walnut Chicken Salad w/out Dressing, Half","","","","","350","20","9","0","","950","","15","3","","33","","","","","","","","","","","","0","0","0","0"
"10064","Applebee's","Salads","Santa Fe Chicken Salad w/ Dressing, Regular","Santa Fe Chicken Salad w/ Dressing, Regular","","","","","1290","92","24","1.5","","3500","","59","11","","60","","","","","","","","","","","","0","0","0","0"
"10065","Applebee's","Salads","Santa Fe Chicken Salad w/ Dressing, Half","Santa Fe Chicken Salad w/ Dressing, Half","","","","","990","72","21","1","","2520","","53","9","","36","","","","","","","","","","","","0","0","0","0"
"10066","Applebee's","Salads","Santa Fe Chicken Salad, Regular","Santa Fe Chicken Salad w/out Dressing, Regular","","","","","920","55","18","1","","2200","","52","10","","57","","","","","","","","","","","","0","0","0","0"
"10067","Applebee's","Salads","Santa Fe Chicken Salad, Half","Santa Fe Chicken Salad w/out Dressing, Half","","","","","810","54","18","1","","1870","","49","9","","35","","","","","","","","","","","","0","0","0","0"
"10068","Applebee's","Salads","Pecan-Crusted Chicken Salad w/ Dressing, Regular","Pecan-Crusted Chicken Salad w/ Dressing, Regular","","","","","1350","80","17","1","","2610","","114","13","","46","","","","","","","","","","","","0","0","0","0"
"10069","Applebee's","Salads","Pecan-Crusted Chicken Salad w/ Dressing, Half","Pecan-Crusted Chicken Salad w/ Dressing, Half","","","","","820","48","11","0","","1530","","72","8","","27","","","","","","","","","","","","0","0","0","0"
"10070","Applebee's","Salads","Pecan-Crusted Chicken Salad, Regular","Pecan-Crusted Chicken Salad w/out Dressing, Regular","","","","","880","46","12","0","","2000","","76","12","","46","","","","","","","","","","","","0","0","0","0"
"10071","Applebee's","Salads","Pecan-Crusted Chicken Salad, Half","Pecan-Crusted Chicken Salad w/out Dressing, Half","","","","","580","31","9","0","","1220","","53","8","","27","","","","","","","","","","","","0","0","0","0"
"10072","Applebee's","Salads","Fried Chicken Salad w/ Dressing, Regular","Fried Chicken Salad w/ Dressing, Regular","","","","","1120","78","22","1.5","","2510","","57","7","","49","","","","","","","","","","","","0","0","0","0"
"10073","Applebee's","Salads","Fried Chicken Salad w/ Dressing, Half","Fried Chicken Salad w/ Dressing, Half","","","","","600","42","12","0.5","","1290","","29","4","","28","","","","","","","","","","","","0","0","0","0"
"10074","Applebee's","Salads","Fried Chicken Salad, Regular","Fried Chicken Salad w/out Dressing, Regular","","","","","680","41","16","0.5","","1470","","30","6","","47","","","","","","","","","","","","0","0","0","0"
"10075","Applebee's","Salads","Fried Chicken Salad, Half","Fried Chicken Salad w/out Dressing, Half","","","","","380","23","9","0","","760","","16","3","","27","","","","","","","","","","","","0","0","0","0"
"10076","Applebee's","Sandwiches","Bacon Cheese Chicken Grill","Bacon Cheese Chicken Grill w/out Sides","","","","","750","33","11","0","","1830","","50","3","","62","","","","","","","","","","","","0","0","0","0"
"10077","Applebee's","Sandwiches","Honey BBQ Chicken Sandwich","Honey BBQ Chicken Sandwich w/out Sides","","","","","1000","42","17","0","","2640","","87","4","","70","","","","","","","","","","","","0","0","0","0"
"10078","Applebee's","Sandwiches","Hand-Battered Fish Sandwich","Hand-Battered Fish Sandwich w/out Sides","","","","","860","58","10","1","","1210","","63","4","","22","","","","","","","","","","","","0","0","0","0"
"10079","Applebee's","Sandwiches","Oriental Chicken Rollup","Oriental Chicken Rollup w/out Sides","","","","","1190","61","11","1.5","","3340","","126","6","","34","","","","","","","","","","","","0","0","0","0"
"10080","Applebee's","Sandwiches","Zesty Ranch Chicken Sandwich","Zesty Ranch Chicken Sandwich w/out Sides","","","","","1150","73","21","1","","2760","","76","6","","46","","","","","","","","","","","","0","0","0","0"
"10081","Applebee's","Sandwiches","California Turkey Club","California Turkey Club w/out Sides","","","","","970","55","18","0","","3300","","60","3","","58","","","","","","","","","","","","0","0","0","0"
"10082","Applebee's","Sandwiches","Classic Clubhouse Grille","Classic Clubhouse Grille w/out Sides","","","","","1150","66","22","0.5","","3480","","78","3","","58","","","","","","","","","","","","0","0","0","0"
"10083","Applebee's","Sandwiches","Slow Simmered Tender Beef Sandwich","Slow Simmered Tender Beef Sandwich w/out Sides","","","","","1010","50","10","0.5","","2000","","101","8","","42","","","","","","","","","","","","0","0","0","0"
"10084","Applebee's","Sandwiches","Stuffed Meatball Sandwich","Stuffed Meatball Sandwich w/out Sides","","","","","1090","59","28","2","","3600","","90","5","","52","","","","","","","","","","","","0","0","0","0"
"10085","Applebee's","Burgers","BBQ Pulled Pork Sliders","BBQ Pulled Pork Sliders w/out Sides","","","","","1030","48","15","0.5","","2040","","90","3","","56","","","","","","","","","","","","0","0","0","0"
"10086","Applebee's","Burgers","French Dip Sliders","French Dip Sliders w/out Sides","","","","","840","49","17","1.5","","2440","","75","2","","39","","","","","","","","","","","","0","0","0","0"
"10087","Applebee's","Sandwiches","Chicken Fajita Rollup, Pick 'n Pair & Lunch Combos","Chicken Fajita Rollup, Pick 'n Pair & Lunch Combos","","","","","670","38","15","1","","2320","","46","4","","34","","","","","","","","","","","","0","0","0","0"
"10088","Applebee's","Burgers","French Dip Sliders, Pick 'n Pair & Lunch Combos","French Dip Sliders, Pick 'n Pair & Lunch Combos","","","","","590","36","12","1","","1630","","50","1","","23","","","","","","","","","","","","0","0","0","0"
"10089","Applebee's","Sandwiches","Applebee's Reuben, Pick 'n Pair & Lunch Combos","Applebee's Reuben, Pick 'n Pair & Lunch Combos","","","","","630","47","15","1.5","","1810","","24","3","","27","","","","","","","","","","","","0","0","0","0"
"1009","Subway","Sandwiches","Western Egg & Cheese Omelet Sandwich, 6""","Western Egg & Cheese Omelet Sandwich, Breakfast, 6""","212","","g","","390","13","5","0","240","1150","","46","5","7","24","","","","","","","","","","","","0","0","0","0"
"10090","Applebee's","Burgers","1 Mini Cheeseburger","1 Mini Cheeseburger w/out Sides, Kids","","","","","430","30","9","1","","620","","24","","","17","","","","","","","","","<1","","","1","0","0","0"
"10091","Applebee's","Burgers","2 Mini Cheeseburgers","2 Mini Cheeseburgers w/out Sides, Kids","","","","","740","46","16","2","","1130","","47","1","","33","","","","","","","","","","","","1","0","0","0"
"10092","Applebee's","Burgers","1 Mini Hamburger","1 Mini Hamburger w/out Sides, Kids","","","","","390","27","7","1","","500","","23","","","15","","","","","","","","","<1","","","1","0","0","0"
"10093","Applebee's","Burgers","2 Mini Hamburgers","2 Mini Hamburgers w/out Sides, Kids","","","","","660","40","12","1.5","","890","","46","1","","29","","","","","","","","","","","","1","0","0","0"
"10094","Applebee's","Sandwiches","Corn Dog","Corn Dog w/out Sides, Kids","","","","","260","14","4","0","","440","","28","","","6","","","","","","","","","<1","","","1","0","0","0"
"10095","Applebee's","Sandwiches","Hot Dog","Hot Dog w/out Sides, Kids","","","","","330","18","7","0","","750","","31","","","11","","","","","","","","","<1","","","1","0","0","0"
"10096","Applebee's","Sandwiches","Grilled Cheese on Sourdough Bread","Grilled Cheese on Sourdough Bread w/out Sides, Kids","","","","","620","36","13","1","","1430","","53","2","","22","","","","","","","","","","","","1","0","0","0"
"10097","Applebee's","Sandwiches","Grilled Cheese on Hawaiian Bread","Grilled Cheese on Hawaiian Bread w/out Sides, Kids","","","","","610","36","15","1","","1170","","52","2","","19","","","","","","","","","","","","1","0","0","0"
"10098","Applebee's","Sandwiches","Grilled Chicken Sandwich","Grilled Chicken Sandwich w/out Sides, Kids","","","","","230","5","1.5","0","","560","","23","","","24","","","","","","","","","<1","","","1","0","0","0"
"10099","Applebee's","Burgers","Cheeseburger Sliders","Cheeseburger Sliders, Appetizers, As Served","","","","","1270","82","25","3","","2310","","82","4","","51","","","","","","","","","","","","0","0","0","0"
"10100","Applebee's","Burgers","Cheeseburger Sliders w/ Applewood Smoked Bacon","Cheeseburger Sliders w/ Applewood Smoked Bacon, Appetizers, As Served","","","","","1340","87","27","3","","2550","","82","4","","56","","","","","","","","","","","","0","0","0","0"
"10101","Applebee's","Burgers","Trios Cheeseburger Sliders","Trios Cheeseburger Sliders, Ultimate Trios","","","","","890","59","18","2","","1580","","54","2","","34","","","","","","","","","","","","0","0","0","0"
"10102","Applebee's","Burgers","Philly Burger","Philly Burger w/out Fries or Sides","","","","","1130","67","26","3","","2610","","70","5","","61","","","","","","","","","","","","0","0","0","0"
"10103","Applebee's","Burgers","Southwest Jalapeno Burger","Southwest Jalapeno Burger w/out Fries or Sides","","","","","1160","72","25","3","","2310","","73","3","","55","","","","","","","","","","","","0","0","0","0"
"10104","Applebee's","Burgers","Cowboy Burger","Cowboy Burger w/out Fries or Sides","","","","","1180","70","25","2.5","","2720","","77","5","","61","","","","","","","","","","","","0","0","0","0"
"10105","Applebee's","Burgers","Fire Pit Bacon Burger","Fire Pit Bacon Burger w/out Fries or Sides","","","","","1100","73","24","2.5","","1970","","53","3","","57","","","","","","","","","","","","0","0","0","0"
"10106","Applebee's","Burgers","Quesadilla Burger","Quesadilla Burger w/out Fries or Sides","","","","","1390","101","41","3.5","","3610","","46","6","","76","","","","","","","","","","","","0","0","0","0"
"10107","Applebee's","Burgers","Steakhouse Burger w/ A.1. Steak Sauce","Steakhouse Burger w/ A.1. Steak Sauce w/out Fries or Sides","","","","","1250","84","26","2.5","","2280","","68","5","","55","","","","","","","","","","","","0","0","0","0"
"10108","Applebee's","Burgers","Hamburger","Hamburger w/out Fries or Sides","","","","","790","46","15","2","","1220","","50","3","","46","","","","","","","","","","","","0","0","0","0"
"10109","Applebee's","Burgers","Cheeseburger","Cheeseburger w/out Fries or Sides","","","","","940","58","22","2.5","","1700","","51","3","","54","","","","","","","","","","","","0","0","0","0"
"10110","Applebee's","Burgers","Bacon Cheddar Cheeseburger","Bacon Cheddar Cheeseburger w/out Fries or Sides","","","","","970","60","22","2.5","","1660","","51","3","","57","","","","","","","","","","","","0","0","0","0"
"10111","Applebee's","Burgers","Veggie Burger","Veggie Burger w/out Fries or Sides","","","","","550","22","4.5","0","","1560","","60","7","","29","","","","","","","","","","","","0","0","0","0"
"10112","Applebee's","Sandwiches","Applebee's Reuben","Applebee's Reuben w/out Sides","","","","","1140","81","28","2.5","","3500","","47","6","","54","","","","","","","","","","","","0","0","0","0"
"10113","Applebee's","Sandwiches","Chicken Fajita Rollup","Chicken Fajita Rollup w/out Sides","","","","","1050","59","27","1.5","","3640","","65","6","","63","","","","","","","","","","","","0","0","0","0"
"10114","Applebee's","Sandwiches","Blackened Tilapia Sandwich","Blackened Tilapia Sandwich w/out Sides","","","","","740","42","8","0.5","","1800","","54","4","","37","","","","","","","","","","","","0","0","0","0"
"10115","Applebee's","Sandwiches","Grilled Chicken Wonton Tacos, Pick 'n Pair & Lunch Combos","Grilled Chicken Wonton Tacos, Pick 'n Pair & Lunch Combos","","","","","430","18","3.5","0","","1520","","43","3","","25","","","","","","","","","","","","0","0","0","0"
"10116","Applebee's","Entrees","Three-Cheese Chicken Penne, Pick 'n Pair & Lunch Combos","Three-Cheese Chicken Penne, Pick 'n Pair & Lunch Combos","","","","","940","49","22","1","","1950","","77","5","","50","","","","","","","","","","","","0","0","0","0"
"10117","Applebee's","Entrees","Chicken Tenders","Chicken Tenders w/out Sides, Kids","","","","","270","15","3","0","","770","","16","1","","20","","","","","","","","","","","","1","0","0","0"
"10118","Applebee's","Entrees","Kraft Macaroni & Cheese","Kraft Macaroni & Cheese w/out Sides, Kids","","","","","300","9","2.5","0","","570","","45","2","","11","","","","","","","","","","","","1","0","0","0"
"10119","Applebee's","Entrees","Fried Shrimp","Fried Shrimp w/out Sides, Kids","","","","","230","14","2.5","0","","540","","16","","","9","","","","","","","","","<1","","","1","0","0","0"
"10120","Applebee's","Entrees","Pasta w/ Marinara Sauce","Pasta w/ Marinara Sauce w/out Sides, Kids","","","","","360","7","2","0","","1040","","60","4","","14","","","","","","","","","","","","1","0","0","0"
"10121","Applebee's","Entrees","Sirloin Steak","Sirloin Steak w/out Sides, Kids, 4 oz","","","","","140","7","2.5","0","","410","","0","0","","20","","","","","","","","","","","","1","0","0","0"
"10122","Applebee's","Entrees","Chicken Quesadilla Grande","Chicken Quesadilla Grande, Appetizers, As Served","","","","","1440","88","36","1.5","","4270","","91","7","","70","","","","","","","","","","","","0","0","0","0"
"10123","Applebee's","Entrees","Cheese Quesadilla Grande","Cheese Quesadilla Grande, Appetizers, As Served","","","","","1280","85","35","1.5","","3150","","86","6","","42","","","","","","","","","","","","0","0","0","0"
"10124","Applebee's","Sandwiches","Pulled Pork Wonton Tacos","Pulled Pork Wonton Tacos, Appetizers, As Served","","","","","820","41","12","0","","2230","","69","4","","43","","","","","","","","","","","","0","0","0","0"
"10125","Applebee's","Sandwiches","Grilled Chicken Wonton Tacos","Grilled Chicken Wonton Tacos, Appetizers, As Served","","","","","590","24","4.5","0","","2150","","59","4","","36","","","","","","","","","","","","0","0","0","0"
"10126","Applebee's","Appetizers & Sides","Mozzarella Sticks","Mozzarella Sticks, Appetizers, As Served","","","","","930","48","21","1","","2640","","84","2","","43","","","","","","","","","","","","0","0","0","0"
"10127","Applebee's","Appetizers & Sides","Appetizer Sampler","Appetizer Sampler, Appetizers, As Served","","","","","","","","2.5","","","","","15","","","2370-2530","150-167","43-48","","","5440-6150","","158-184","","","90-92","0","0","0","0"
"10128","Applebee's","Appetizers & Sides","Spinach & Artichoke Dip","Spinach & Artichoke Dip, Appetizers, As Served","","","","","","","","1.5","","","","","18","","","1510-1620","99-110","24-30","","","2480-2600","","125-129","","","35-37","0","0","0","0"
"10129","Applebee's","Appetizers & Sides","Boneless Wings, Classic Buffalo","Boneless Wings, Classic Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese","","","","","1170","69","16","1","","3780","","66","8","","70","","","","","","","","","","","","0","0","0","0"
